rank,title,pages,type,course,academic_year,rating,url,document_id
6,Air Ventilation and Lighting: PHT Certificate Programme Notes (2021),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/air-lithting-and-ventilation-2021-notes/132523922?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,132523922
7,Certificate in Community Health Nursing Case Study: Severe Anemia,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/edwin-yego-anemia-case-study/141285416?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,141285416
8,Marking Scheme for CERTIFICATE IN HEALTH RECORD AND INFORMATION TECHNOLOGY End,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/computer-1-exam-hood/125584173?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,125584173
9,Electronics 2.1 Marking Guide for Certificate Exam MKS,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/medical-engineering-technology/electronics-21-cert-mks/121988758?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,121988758
10,"Final Exam: Certificate in Community Health Nursing - Year 1, Module CHS",,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/exam-it-is-important-to-use-this-document/113423959?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,113423959
11,Admission Letter for Certificate in Orthopaedic Trauma Medicine - KMTC,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/medicine-notes/dpatrickpartypeter-1000-gmailcom/89408920?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,89408920
12,KMTC Admission Letter for Certificate in Community Health Assistant 2023/2024,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/stellanyoike-2-gmail/84631038?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,84631038
13,Certificate in Community Health Nursing: Case Study on Head Injury,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/edwin-yego-head-injury-case-study/141285433?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,141285433
14,Final Payment Certificate: Construction of Classroom at Kyamithenge Primary - MOPW 121,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/cam-scanner-03-26-2025-11/122566998?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,122566998
15,Certificate of Completion for Faith Njeri - Secondary School 2023,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/nutrition-and-dietetics/prof-faithnjeri-211-gmail/104628618?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,104628618
16,INTRODUCTION TO ICT CRAFT CERTIFICATE EXAM PAPER - JULY 2015,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/pharmacognosy-i/2015-july-na/98296592?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,98296592
17,KRA Tax Registration Certificate for ALEX KIMENGICH - PIN A017538776R,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/1679551636561-alex-kimengich/90517264?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,90517264
18,KMTC Admission Letter for Certificate in Community Health Assistant 2023/2024,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/avulugwaw-gmail/89486508?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,89486508
19,Maternal & Child Health Booklet: Afya Ya Mama Na Mtoto Certificate,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/maternalchildhealthbooklet-afyayamamanamtoto/83421361?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,83421361
20,KCSE Receipt-4: Taxpayer PIN Certificate for Martha Kathini Wavinya,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/receipt-4-kcse/33522845?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,33522845
21,Lesson Plan Example for GTC Graduate Teaching Certificate Program,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/teaching-methodology-in-nursing/lesson-plan-example/72399057?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,72399057
22,D1 Form Insights: 20 Key Elements of Kenyan Death Certificates,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/d1-details/115758976?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,115758976
23,SDA - Kapenguria School Membership Certificates 2021/2022,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/nutrition-and-dietetics/sda-nutrition/99000762?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,99000762
24,Hematology - End of Semester Exam Questions Compilation (Final Exam),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/hematology-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916966?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116916966
25,Final Exam: Trauma & Emergency Management Questions (TE-101),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/trauma-and-emergency-these-are-a-combination-of-previous-end-of-semester-examination-questions/116917010?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116917010
26,Specialized Procedures for VMMC and Dialysis: Key Characteristics & Techniques,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/specialized-procedures/116916940?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116916940
27,Cardiovascular Studies Review: End of Semester Exam Q&A Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/cardiovascular-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916999?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116916999
28,Pharmacology - End of Semester Exam Questions Review and Tips,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/pharmacology-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916930?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116916930
29,Medical Surgery: Past Exam Q&As Compilation for Revision,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/medical-surgery-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916983?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,116916983
30,Elements of Communication: Key Processes and Skills in Practice,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/elements-of-communication/84379274?queryID=32ffe64943b1f2807eb92db745a35268&origin=search-results,84379274
1,Lecture Notes on STCA-301: Introduction to Computer Applications,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/introduction-to-computer-applications-by-sumathi/64351659?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,64351659
2,Family Planning: Compilation of Past Exam Qs for Health Promotion,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/family-planning-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916850?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,116916850
3,Communication Patterns in Groups: An Overview of Leavitt's Types,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/patterns-of-communication/64351645?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,64351645
4,Introduction to Family Planning (FP 101): Methods & Importance,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/introduction-to-family-planning/116916797?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,116916797
5,SURG SPN - Comprehensive Review of End-of-Semester Exam Questions,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/surg-spn-these-are-a-combination-of-previous-end-of-semester-examination-questions/116916906?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,116916906
6,Final Exam Review - Scan Document (30 May 2023),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/scan-30-may-23-090542/95227657?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,95227657
7,Integrated Health: Definition & Key Aspects of Rural Health Services,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/definition-of-integrated-health/116916891?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,116916891
8,Health Promotion Concepts and Advocacy: Key Definitions and Models,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/concepts-in-health-promotion/116916816?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,116916816
9,Certification of Cause of Death: Understanding Medical Documentation,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/certification-of-cause-of-death/128095013?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,128095013
10,ASCP Certification Exam: Practice Q&A for Success in Clinical Labs,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/nursing-council-questions/ascp-certification-exam-practice-questions-and-answers-with-verified-set/97687540?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,97687540
11,KMTC/CTM Log Book for Final Certification in Orthopaedics & Trauma,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/medical-laboratory-science/log-book-cert-final-the-logbook-above-is-meant-for-free-attachment/125993804?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,125993804
12,Microbiology and Immunology Notes - KMT 2023,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/nursing-council-questions/microbiology-and-immunology-notes/90420552?queryID=7c6fcfd8ed085abfc26448cb99b34290&origin=search-results,90420552
