rank,title,pages,type,course,academic_year,rating,url,document_id
26,Community Health Revision Guide: Key Concepts and Development,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-book-for-revision-purposes/44511014?queryID=6e2e1cdfdaebefb7494392f3c4243ef7&origin=search-results,44511014
27,Community Health Linkages Assessment - Level 5 Unit Code: HE/OS/CH/CR/04/5/A,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-health-linkages-level-5/124991207?queryID=6e2e1cdfdaebefb7494392f3c4243ef7&origin=search-results,124991207
28,Fqe Mock Community Health Nursing MCQs & Long Answer Questions,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/fqe-mock-community-health-nursing/109245994?queryID=6e2e1cdfdaebefb7494392f3c4243ef7&origin=search-results,109245994
29,LUCY Community Health Case Study: Gastroenteritis Management Plan,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/lucy-community-health-case-study-upto-the-plan-of-the-first-followup-care-2-1-lucy/66314632?queryID=6e2e1cdfdaebefb7494392f3c4243ef7&origin=search-results,66314632
30,Research Methods in Community Health: A Comprehensive Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health/126682101?queryID=6e2e1cdfdaebefb7494392f3c4243ef7&origin=search-results,126682101
1,FQE 2021 FEB Community Health Final Exam Paper: Diploma in Clinical Medicine,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/fqe-2021-feb-community-health/115528999?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,115528999
2,Health Records for Community Health-1 Course,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-1-health-records/76476498?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,76476498
3,Community Health I Overview: Concepts and Substance Abuse Insights,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-information-technology/community-health/116235197?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,116235197
4,Community Health Test Paper 1: True/False & Essay Questions,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/test-your-community-health-1/90886632?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,90886632
5,Community Health I - Educational Overview and Key Concepts,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/orthopaedic-nursing-medical-surgical-nursing/community-health-educational-purposes/77592964?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,77592964
6,Cbhmis Exam 1 - PHI 301: Community Health Management Insights,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/cbhmis-exam-1-community-health/39455713?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,39455713
7,Community Health Strategy Overview: Key Frameworks & Actors (CHS-1),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-strategy-1/38992224?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,38992224
8,Community Health (CH101): Environmental Literacy Liquid Waste Management Notes,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/environmental-literacy-notes-for-a-student-pursuing-community-health/24625445?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,24625445
9,Kenya Medical Training College: M&E Module for Community Health Services,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/kenya-medical-training-college-me-module-for-community-health-services/129490582?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,129490582
10,Final Qualifying Exam for Community Health Nursing - FQE Kechn 2022,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/fundamentals-of-nursing/fqe-kechn-2022-community-health/123099799?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,123099799
11,Community Health Concepts and Practices - Rachuonyo-1,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health-rachuonyo-1/115517259?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,115517259
12,Community Health CHS 206 Detailed Course Outline and Modules,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-chs-206-course-outline/93272818?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,93272818
13,Nck April - Diploma Community health nursing,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/nck-april-diploma-community-health-nursing/66291630?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,66291630
14,Diploma HRI Community Health I: Key Concepts and Services Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/diploma-hri-community-health/37981605?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,37981605
15,NCK Past Papers - Dipl. Community Health Nursing Revision (2009),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/nck-past-papers-diploma-community-health-nursing/66291567?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,66291567
16,KMTC Students Admission Policy Overview and Guidelines for 2023,,,,,,https://www.studocu.com/en-us/document/kibabii-university/community-health-nursing/1-summary-community-health-nursing/129866599?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,129866599
17,"Community Health Notes: Nutrition Overview - 1st Yr, 2nd Sem",,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-notes-1st-yr-2nd-semester/123216135?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,123216135
18,Q7 - Revision Materials for Community Health: Anthrax & Diseases,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/q7-these-are-revision-materials-for-community-health/121997608?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,121997608
19,NUR 001 Course Outline: Community Health Nursing Notes 2023,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/nur-001-course-outline-kenya-registered-community-health-nursing-notes/119755250?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,119755250
20,NUR 101 Perioperative Nursing: Limitations and Delimitations Notes,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-1-notes/109868795?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,109868795
21,KMTC/BEYOND ZERO 2023/2024 Scholarship for Community Health Nursing,,,,,,https://www.studocu.com/en-us/document/strathmore-university/electrical-and-electronics-engineering/scholarship-training-opportunities-for-certificate-in-community-health-nursing-2023-2024-academic-year-under-the-kmtc-beyond-zero-training-programme-1/85534503?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,85534503
22,Toolkit for Urban Sanitation Projects: Excreta Disposal Techniques,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/1-excreta-disposal-community-health-assistant/38723520?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,38723520
23,Epidemiology in Community Health: HE/CU/CH/CC/03/6/A Study Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/epidemiology-in-community-health/21909473?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,21909473
24,CHA 301: Special Senses Anatomy & Physiology Notes for Community Health,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/special-senses-notes-on-human-anatomy-and-physiology-for-cha-students-in-community-health/99692149?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,99692149
25,"Community Health 1: Definitions, Dimensions, and Health Promotion Strategies",,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/community-health-1-compiled/140915904?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,140915904
26,Research Methods & Data Analysis Questions for Community Health,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/research-methods-and-data-analysis-questions-for-community-health/133635608?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,133635608
27,SOCIOLOGY (DJ207) LECTURE NOTES: A Comprehensive Overview by Mwiima Mwesigwa,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/sociology-by-willie-important-documents-for-community-health/133113069?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,133113069
28,Community Health I (60 hrs) - Introduction to Key Concepts and Terms,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health-1-notes/133036532?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,133036532
29,Community Health Nursing: Course Outline & Key Concepts,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/introduction-to-community-health-nursing/132623940?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,132623940
30,Organic Chemistry (OC101): Community Health Notes for First-Year Students,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/organic-chemistry-its-the-community-health-notes-for-the-first-year-students-on-the-support-and/130755265?queryID=c3a94d8f6e487509475a657d080fc67c&origin=search-results,130755265
1,Community Health (CHW) Systems Linkages: A Comprehensive Literature Review,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-health-workers-and-health-systems-linkages/124992323?queryID=c908005f974a781494f2eab157349b26&origin=search-results,124992323
2,Sustainable Strategies for Community Health: Mechanisms & Partnerships,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/sustainable-community-health-mechanisms-strategies-partnerships/122386141?queryID=c908005f974a781494f2eab157349b26&origin=search-results,122386141
3,Wound Dressing Techniques: Community Health Nursing Notes (Kenya),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/wound-dressing-kenya-registered-community-health-nursing-notes/119755332?queryID=c908005f974a781494f2eab157349b26&origin=search-results,119755332
4,Community Health Overview: Insights from Chapter 3 to 4,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-book-3/112094345?queryID=c908005f974a781494f2eab157349b26&origin=search-results,112094345
5,Module 16: Community Health Strategies - COH 206 Insights and Outcomes,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/social-work-and-community-development/community-health/103849179?queryID=c908005f974a781494f2eab157349b26&origin=search-results,103849179
6,HESI COMMUNITY HEALTH PHARMACOLOGY EXAM 2022 PRACTICE QUESTIONS,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/questions-2022-community-health/84839490?queryID=c908005f974a781494f2eab157349b26&origin=search-results,84839490
7,Unit 13: Planning and Evaluating Community Health Services Strategies,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/unit-13-planning-and-evaluating-community-health-services/31094171?queryID=c908005f974a781494f2eab157349b26&origin=search-results,31094171
8,KENYA MEDICAL TRAINING COLLEGE KRCHN YEAR 1 SEM 1 COMMUNITY HEALTH EXAM,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-year-1-semester-1/149872704?queryID=c908005f974a781494f2eab157349b26&origin=search-results,149872704
9,COMMUNITY HEALTH DIAGNOSIS FINAL EXAM INSTRUCTIONS & QUESTIONS,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-health-diagnosis-final-exam/135940747?queryID=c908005f974a781494f2eab157349b26&origin=search-results,135940747
10,SOC 101: Introduction to Social Institutions and Their Roles,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/introduction-to-community-health/133113035?queryID=c908005f974a781494f2eab157349b26&origin=search-results,133113035
11,KMTC Course Overview: Comprehensive Guide for 2023/2024 Academic Year,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/comprehensive-overview-of-kmtc-courses-for-20232024-academic-year/125584220?queryID=c908005f974a781494f2eab157349b26&origin=search-results,125584220
12,Community Health Nursing: Principles and Practices Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health/125220013?queryID=c908005f974a781494f2eab157349b26&origin=search-results,125220013
13,"Community Health Promoters Bill, 2022: Comprehensive Overview & Provisions",,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health/the-community-health-promoters-bill-2022/119524542?queryID=c908005f974a781494f2eab157349b26&origin=search-results,119524542
14,Unit 32: Community Health Nursing 1 - Integrated Rural Health Services Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/unit-32-community-health-1docx-dl-complete/117773127?queryID=c908005f974a781494f2eab157349b26&origin=search-results,117773127
15,Community Feeling in Health Systems: Enhancing Cohesion & Support,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-feeling-in-community-health/104865703?queryID=c908005f974a781494f2eab157349b26&origin=search-results,104865703
16,Unit 13: Planning and Evaluating Community Health Services Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/unit-13-planning-and-evaluating-community-health-services-1/102293872?queryID=c908005f974a781494f2eab157349b26&origin=search-results,102293872
17,KMTC Programmes & Courses Overview - Feb 2020 Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/kmtc-programmes-courses-feb-2020/66291578?queryID=c908005f974a781494f2eab157349b26&origin=search-results,66291578
18,Community Health System CAT 1: Key Concepts and Issues Explained,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/radiography-and-imaging-sciences/community-health-system-cat-1/65156997?queryID=c908005f974a781494f2eab157349b26&origin=search-results,65156997
19,"Community Health Overview: Concepts, PHC, and Determinants - N/A",,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-book-na/54470971?queryID=c908005f974a781494f2eab157349b26&origin=search-results,54470971
20,Unit 5: Comprehensive Guide on Community Health Surveys,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/unit-5-community-health-surveys/54471117?queryID=c908005f974a781494f2eab157349b26&origin=search-results,54471117
21,Community Health Overview: Key Concepts and Determinants,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-book-1/43860028?queryID=c908005f974a781494f2eab157349b26&origin=search-results,43860028
22,Community Health Determinants: Insights and Standards (HIT 200),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-healthdocx99adfcb-0056b2e9f913cb3baefac-0708bak/39742858?queryID=c908005f974a781494f2eab157349b26&origin=search-results,39742858
23,Community Health II Course Outline: Unit 17 - Community Hours (CH005),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-ii-course-outline/151790063?queryID=c908005f974a781494f2eab157349b26&origin=search-results,151790063
24,Community Health Partnerships & Interagency Collaboration (CHP 101),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/topic-three-establish-community-health-partnerships-and-inter-agency-collaboration/151719076?queryID=c908005f974a781494f2eab157349b26&origin=search-results,151719076
25,Community Health Nursing Case Study on Tuberculosis - CHT 2017,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-c-revision-papers/148618468?queryID=c908005f974a781494f2eab157349b26&origin=search-results,148618468
26,CAT 1 EXAM CHIS - Community Health Information System Insights,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/cat-1-chis-cat-exams-for-community-health-information-system/147168935?queryID=c908005f974a781494f2eab157349b26&origin=search-results,147168935
27,CAT 1 EXAM CHC - Community Health Assistants Assessment Guide,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/cat-1-chc-cat-exams-for-community-health-care/147168923?queryID=c908005f974a781494f2eab157349b26&origin=search-results,147168923
28,CAT 1 EXAM CHL - Community Health Linkages Key Concepts,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/cat-1-chl-cat-exams-for-community-health-linkages/147168952?queryID=c908005f974a781494f2eab157349b26&origin=search-results,147168952
29,Comprehensive Community Health Strategy Overview for Kenya (2020-2025),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/comprehensive-community-health-strategy-overview-for-kenya-2020-2025/146970926?queryID=c908005f974a781494f2eab157349b26&origin=search-results,146970926
30,Comprehensive Overview of Community Health Strategy in Kenya,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/comprehensive-guide-to-community-health-strategy-in-kenya/145455438?queryID=c908005f974a781494f2eab157349b26&origin=search-results,145455438
1,Kenya Community Health Strategy & Policy Framework (2014-2030) Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/public-health/kenya-community-health-strategy-and-health-policy-framework-2014-2030/145455416?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,145455416
2,COMMUNITY HEALTH STUDY MANUAL (HRS 101) - Comprehensive Guide for Health Records,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health-by-dennis/144641362?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,144641362
3,Community Health Nursing: Development Stages and Key Concepts,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-notes/143716662?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,143716662
4,Community Health Assignment - Year 1 Clinical Medicine Analysis,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/clinical-medicine/community-health-assignment-year-1-clinical-medicine-analysis/142029789?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,142029789
5,Community Health 2: Key Concepts and Definitions Notes,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-information-technology/community-health-2-notes/141812073?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,141812073
6,Sustainability and Partnerships in Community Health Development,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/sustainability-and-partnerships-in-community-health-development/135408116?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,135408116
7,HML 3414 Final Exam: Principles of Public and Community Health,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/hml-3414-principles-of-public-and-community-health/134223479?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,134223479
8,KENYA MEDICAL TRAINING COLLEGE KRCHN COMMUNITY HEALTH NOTES,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-notes/133639996?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133639996
9,Community Health - Assignment MCQs & Answers (20 Marks),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/fundamentals-of-nursing/community-health-assignment-and-their-answers/133447557?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133447557
10,COMMUNITY HEALTH NURSING: Assessment & Diagnosis Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/community-health-nursing-diagnosis/133393681?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133393681
11,Training Community Health Committees in Kenya: Key Indicators and Evaluation,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-health-indicators/133113049?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133113049
12,M&E Work III: Mentorship in Community Health Services,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/me-work-iii-important-documents-for-community-health-assistant/133113048?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133113048
13,The Logical Framework (Logframe) - Key Insights for Community Health Assistants,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/the-logical-framework-important-documents-for-community-health-assistant/133113037?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133113037
14,Introduction to Community Health: Influences on Family Health,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/introduction-to-community-health/133113033?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133113033
15,Community Health Policy Overview (KCHS 2020-2025),,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/health-records-and-information-technology/community-health-policy-051647/133039082?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133039082
16,Community Health I: Concepts and Principles Overview,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health-upgrading/133036508?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133036508
17,HEALTH 2025 SEMESTER END EXAMINATION: COMMUNITY HEALTH NOTES,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/community-health-exam-notes/133036345?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,133036345
18,KMTC LUGARI CAMPUS MEDICAL SOCIAL WORK COMMUNITY HEALTH CAT - JUNE 2025,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-assistant/community-health/132475257?queryID=47246653b46f348fc435d14fe8893ea5&origin=search-results,132475257
