rank,title,pages,type,course,academic_year,rating,url,document_id
17,FQE July 2024: Medical Surgical Nursing Exam for Diploma in Community Health,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/fqe-july-2024-medical-surgical-nursing/147040955?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,147040955
18,FQE 2013: KRCHN Paper 1 - Qualifying Nursing Exam Insights,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/revision-paper/fqe-june-2013-paper-1-gives-important-information/144226712?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,144226712
19,KMTC FQE 2025: Final Qualifying Exam for Diploma in Community Health Nursing,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/fqe-july-2025-combination-of-kmtc-fqe-2025/137108063?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,137108063
20,KRCHN Final Qualifying Exam Jan 2017 Paper 2: Community Health Nursing,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/final-qualifying-exam/fqe-jan-2017-paper-2/113766493?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,113766493
21,FQE: General Paper for Diploma in Community Health Nursing - March 2018,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/fundamentals-of-nursing/fqe-march-2018-krchn-paper-4/123099863?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,123099863
22,FQE Testing Units Overview - Key Topics for Nursing Exam,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/fqe-testing-units-fqe/105114965?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,105114965
23,FQE Jan 2017 Diploma in Community Health Nursing Exam Paper 4,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/fundamentals-of-psychiatry/fqe-jan-2017-paper-4-1-1/114549815?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,114549815
24,FQE 2021 - Final Qualifying Exam for Diploma in Community Health Nursing,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/fqe-2021-fqe/149336507?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,149336507
25,FQE Paediatrics Exam Review - June 2010 Answers and Insights,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/fqe-paediatrics-with-answers-1/126088860?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,126088860
26,FQE certificate,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/fqe-certificate/84309412?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,84309412
27,KRNM Revision Guide for Medical & Midwifery Nursing Papers,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/krnm-fqe-papers-guide-revision/151538346?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,151538346
28,AMREF VIRTUAL NURSING SCHOOL MINI MOCK PAPER 2 - MCQs & Short Answers,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/mini-mock-paper-2-4-amref-fqe/150279798?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,150279798
29,KENYA MEDICAL TRAINING COLLEGE NURSING FINAL EXAM PAPER 1 2021,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/community-health-nursing/paper-1-fqe-2021-fqe/149336450?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,149336450
30,MEDICAL TRAINING MENTA COLLEGE KRN COMMUNITY HEALTH NURSING EXAM PAPER 3,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/fqe-june-2013-paper-3-1-1/141428259?queryID=b98b4b92270b32caf36288aa5f9a1ef2&origin=search-results,141428259
1,Revision paper four: Comprehensive study guide for nursing exams,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/revision-paper-four/123834671?queryID=f7daec5c8a52afbf7fb75df43e2d1b02&origin=search-results,123834671
2,Medical management of gout and related nursing interventions: Paper 1,,,,,,https://www.studocu.com/en-us/document/kenya-medical-training-college/kenya-registered-community-health-nursing/paper-1-mastering/123834275?queryID=f7daec5c8a52afbf7fb75df43e2d1b02&origin=search-results,123834275
